CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,closure_action
50147456,OSU-R.E GRILL,Bronx,1344,EAST GUN HILL ROAD,10469,6465151918,African,02/20/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,131,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.87072615161,-73.84677510693,211,12,035000,2056115,2045900001,BX31,POINT (-73.846775106931 40.870726151614),closed
41382794,TIGRE'S PIZZA & RESTAURANT,Bronx,234,EAST  174 STREET,10457,7184663709,American,12/05/2024,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,40,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.84470770277,-73.90729953161,204,15,022902,2007368,2027920037,BX41,POINT (-73.907299531606 40.844707702771),re_closed
50145618,101 APizza,Queens,127-26,101 AVENUE,11419,3475615652,Pizza,03/09/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,45,,,05/29/2026,Cycle Inspection / Initial Inspection,40.692154455,-73.81818729154,409,29,015600,4200895,4094940011,QN54,POINT (-73.818187291542 40.692154455003),closed
50103384,CHOCOLATE DIP,Manhattan,101,MACDOUGAL STREET,10012,4159904154,Bakery Products/Desserts,06/26/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,55,,,05/29/2026,Cycle Inspection / Initial Inspection,40.72954788739,-74.00087675962,102,01,006500,1008732,1005420050,MN23,POINT (-74.000876759621 40.729547887394),closed
50073715,LIKE CAFE,Brooklyn,6205,18 AVENUE,11204,7189752188,Chinese,11/21/2024,Establishment re-opened by DOHMH.,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,6,C,11/21/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.62075812843,-73.9885127088,311,47,024800,3132800,3055330008,BK28,POINT (-73.988512708796 40.620758128428),re_opened
50130900,PELICANA CHICKEN,Queens,47-08,GREENPOINT AVENUE,11104,7182556650,Korean,06/18/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,64,,,05/29/2026,Cycle Inspection / Initial Inspection,40.74255322963,-73.91766226172,402,26,023500,4001515,4001510030,QN31,POINT (-73.917662261718 40.742553229627),closed
50128889,BENI'S  RESTAURANT & BAR,Queens,129-20,LIBERTY AVENUE,11419,7187389700,Caribbean,01/09/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,62,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.68937334509,-73.81606021724,410,28,015801,4204835,4095830009,QN55,POINT (-73.816060217244 40.689373345092),closed
50109390,OCEAN BAY,Queens,83-02,QUEENS BOULEVARD,11373,7188981188,Chinese,09/29/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,53,,,05/29/2026,Cycle Inspection / Initial Inspection,40.73728867219,-73.88016939017,404,30,047500,4057288,4024760012,QN29,POINT (-73.880169390169 40.737288672192),closed
50040296,GAMMEEOK,Manhattan,9,WEST   32 STREET,10001,2128681180,Korean,04/08/2023,Establishment re-closed by DOHMH.,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,27,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.74739075055,-73.98605108214,105,04,007600,1015851,1008340035,MN17,POINT (-73.986051082137 40.747390750548),re_closed
50106159,TRASTEVERE,Brooklyn,1391,CONEY ISLAND AVENUE,11230,3474892255,Jewish/Kosher,07/03/2024,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,Z,07/03/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.62373967147,-73.96496741322,314,44,053400,3179854,3067130069,BK43,POINT (-73.964967413218 40.623739671465),re_opened
50174861,THE KING OF TACO,Queens,90-17,31 AVENUE,11369,7184240299,Mexican,02/26/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,61,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.76004084826,-73.87834870481,403,25,035100,4445870,4013880036,QN28,POINT (-73.878348704814 40.76004084826),closed
50075900,A & A BAKE AND DOUBLE SHOP,Brooklyn,1337,FULTON STREET,11216,3474250016,Caribbean,03/27/2025,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,8,P,03/27/2025,05/29/2026,Cycle Inspection / Reopening Inspection,40.68031140629,-73.94805714152,303,36,024900,3053249,3018490036,BK75,POINT (-73.948057141523 40.68031140629),re_opened
50126865,NOTA BENE,Brooklyn,282,BRIGHTON BEACH AVENUE,11235,3472652566,Eastern European,02/12/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,26,,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.57690801668,-73.96463929225,313,48,036001,3245053,3086850004,BK19,POINT (-73.964639292253 40.576908016681),closed
41665894,ESSEN,Manhattan,515,MADISON AVENUE,10022,9172995439,American,12/02/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,49,,,05/29/2026,Cycle Inspection / Re-inspection,40.75965768113,-73.97378273696,105,04,010200,1035728,1012890021,MN17,POINT (-73.973782736961 40.759657681129),closed
50154039,AMAR BARI,Brooklyn,1075,LIBERTY AVENUE,11208,9172507577,Bangladeshi,12/11/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,63,,,05/29/2026,Cycle Inspection / Initial Inspection,40.67834680765,-73.86954637338,305,37,119000,3093593,3041710029,BK83,POINT (-73.869546373377 40.678346807646),closed
41538513,ARTICHOKE BASILLE'S,Manhattan,111,MACDOUGAL STREET,10012,6462786100,Pizza,06/27/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,29,,,05/29/2026,Cycle Inspection / Initial Inspection,40.72981138635,-74.00065667031,102,01,006500,1008728,1005420044,MN23,POINT (-74.000656670306 40.729811386352),closed
50107470,RED FLOWER,Bronx,4733,WHITE PLAINS ROAD,10470,7189942375,Chinese,07/25/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,65,,,05/29/2026,Cycle Inspection / Initial Inspection,40.90434751495,-73.84978672161,212,11,041400,2071765,2051070026,BX62,POINT (-73.849786721612 40.904347514948),closed
50147419,BOGATIS,Queens,108-52,ROOSEVELT AVENUE,11368,9298990974,Frozen Desserts,02/04/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.75084755254,-73.85826938485,404,21,040100,4619690,4019967502,QN26,POINT (-73.858269384845 40.750847552535),re_opened
50173839,EIM KHAO MUN KAI,Manhattan,129,2 AVENUE,10003,9594656595,Thai,02/19/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,41,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.72842737771,-73.98780134053,103,02,003800,1006678,1004630030,MN22,POINT (-73.987801340526 40.728427377709),closed
50158650,LAILAS,Brooklyn,8530,3 AVENUE,11209,3476367262,Middle Eastern,04/07/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,54,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.62400711945,-74.03084681188,310,43,006200,3153083,3060330052,BK31,POINT (-74.030846811876 40.624007119453),closed
50130900,PELICANA CHICKEN,Queens,47-08,GREENPOINT AVENUE,11104,7182556650,Korean,06/24/2025,Establishment re-closed by DOHMH.,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,18,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.74255322963,-73.91766226172,402,26,023500,4001515,4001510030,QN31,POINT (-73.917662261718 40.742553229627),re_closed
50064654,ANPANMAN BAKERY,Manhattan,83,CANAL STREET,10002,2123438077,Chinese,06/08/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,62,,,05/29/2026,Cycle Inspection / Initial Inspection,40.71528313183,-73.99314975796,103,01,001600,1079647,1003000001,MN27,POINT (-73.993149757959 40.715283131825),closed
50073164,NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463,7185495511,Chinese,04/17/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,57,,,05/29/2026,Cycle Inspection / Re-inspection,40.88730416927,-73.90517117399,208,11,029500,2083968,2057700078,BX29,POINT (-73.905171173992 40.887304169271),closed
50087294,NEW IMPERIAL KITCHEN,Brooklyn,1120,FULTON STREET,11238,7188579998,Chinese,03/18/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,41,,,05/29/2026,Cycle Inspection / Re-inspection,40.68123981344,-73.95624437221,303,36,022700,3057716,3020160037,BK69,POINT (-73.956244372208 40.681239813443),closed
50134356,BURGER KING,Brooklyn,13,HILLEL PLACE,11210,7182534002,American,07/12/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,118,,,05/29/2026,Cycle Inspection / Initial Inspection,40.63262633559,-73.9480259465,314,45,077400,3345596,3075570001,BK42,POINT (-73.948025946503 40.632626335586),closed
50009898,EL GRAN MALECON RESTAURANT,Brooklyn,234,KNICKERBOCKER AVENUE,11237,3479155104,Spanish,01/31/2019,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,60,,,05/29/2026,Cycle Inspection / Re-inspection,40.70294345076,-73.92565315042,304,34,042700,3072522,3031860034,BK77,POINT (-73.925653150424 40.702943450758),closed
50087294,NEW IMPERIAL KITCHEN,Brooklyn,1120,FULTON STREET,11238,7188579998,Chinese,03/21/2024,Establishment re-opened by DOHMH.,,,Not Applicable,0,C,03/21/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.68123981344,-73.95624437221,303,36,022700,3057716,3020160037,BK69,POINT (-73.956244372208 40.681239813443),re_opened
50067501,HOM,Brooklyn,8810,3 AVENUE,11209,7182384466,American,09/18/2024,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,P,09/18/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.62189339976,-74.03171036469,310,47,006000,3154018,3060610039,BK31,POINT (-74.031710364692 40.62189339976),re_opened
50116736,FEDERICO'S PIZZERIA,Brooklyn,2313,86 STREET,11214,9178336135,Pizza,01/23/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,53,,,05/29/2026,Cycle Inspection / Initial Inspection,40.60037010252,-73.99124223,311,43,029800,3185350,3068580071,BK29,POINT (-73.991242230002 40.600370102517),closed
50131384,KYURAMEN / MAIKO,Manhattan,132,BOWERY,10013,9172156928,Japanese,08/07/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,115,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.71883494216,-73.99466092649,102,01,004100,1006951,1004700060,MN24,POINT (-73.994660926494 40.718834942159),closed
50156912,TASTY HOME,Queens,133-49,ROOSEVELT AVENUE,11354,7185877727,Chinese,09/18/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,50,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.75872883223,-73.83256984257,407,20,087100,4311708,4049730045,QN22,POINT (-73.83256984257 40.758728832227),closed
50162967,THE BEST SICHUAN,Manhattan,7,EAST   47 STREET,10017,6466697338,Chinese,04/17/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,77,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.75643622756,-73.9780396415,105,04,009400,1035412,1012830008,MN17,POINT (-73.978039641499 40.756436227556),closed
50006002,LUCKY CAT,Manhattan,232,EAST   53 STREET,10022,2128385333,Japanese,06/28/2023,Establishment re-closed by DOHMH.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,11,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.7573315564,-73.96855338151,106,04,009800,1038538,1013260035,MN19,POINT (-73.968553381512 40.757331556402),re_closed
50163633,HILLTOP PERK,Manhattan,83,HAVEN AVENUE,10032,6466435187,American,06/09/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,C,06/09/2025,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.84426413452,-73.94256137664,112,10,025500,1063411,1021390166,MN36,POINT (-73.942561376643 40.844264134518),re_opened
50143599,EL MESON II RESTAURANT,Manhattan,3517,BROADWAY,10031,9293219679,Latin American,08/15/2025,Establishment re-closed by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.82585628426,-73.95087348124,109,07,022900,1062369,1020910032,MN04,POINT (-73.95087348124 40.82585628426),re_closed
50151861,PRIMA PIZZA,Queens,222-70,BRADDOCK AVENUE,11428,9292628231,Pizza,12/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,66,,,05/29/2026,Cycle Inspection / Initial Inspection,40.72841477101,-73.73582885504,413,23,055400,4230225,4107400027,QN34,POINT (-73.735828855036 40.728414771005),closed
50147252,KINGSTON 8,Brooklyn,1067,RALPH AVENUE,11236,6319437112,Caribbean,07/03/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,71,,,05/29/2026,Cycle Inspection / Initial Inspection,40.64921092244,-73.92041220797,317,42,093400,3104636,3047460038,BK96,POINT (-73.920412207971 40.649210922443),closed
50001168,CHINA KING,Bronx,1213,EAST  233 STREET,10466,7189946809,Chinese,12/11/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,83,,,05/29/2026,Cycle Inspection / Compliance Inspection,40.88862692675,-73.84246232111,212,12,042600,2066569,2049540008,BX62,POINT (-73.842462321109 40.888626926747),closed
50143481,SPICE ON A SLICE,Queens,215-45,JAMAICA AVENUE,11428,7188107558,American,01/08/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,41,,,05/29/2026,Cycle Inspection / Initial Inspection,40.7173809984,-73.73953428739,413,23,056600,4226330,4106080047,QN34,POINT (-73.739534287391 40.7173809984),closed
50130511,GEMINI'S II RESTAURANT,Brooklyn,109,GRAHAM AVENUE,11206,3477851047,Latin American,03/02/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,81,,,05/29/2026,Cycle Inspection / Initial Inspection,40.70546480678,-73.94290865885,301,34,050500,3071343,3030790025,BK90,POINT (-73.942908658849 40.705464806782),closed
50084598,TABETOMO,Manhattan,131,AVENUE A,10009,9176369223,Japanese,02/08/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,42,,,05/29/2026,Cycle Inspection / Re-inspection,40.72681284306,-73.9829922856,103,02,003200,1005881,1004360034,MN22,POINT (-73.982992285603 40.72681284306),closed
41471993,NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229,7187431054,Chinese,03/19/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,54,,,05/29/2026,Cycle Inspection / Initial Inspection,40.59707808928,-73.94125526355,315,48,059402,3201579,3073860124,BK17,POINT (-73.941255263553 40.597078089281),closed
50179754,PUNTA CANA TO GO,Manhattan,2102,AMSTERDAM AVENUE,10032,9785906029,Spanish,02/12/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,80,N,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.83733171781,-73.9387727552,112,07,024301,1062900,1021210045,MN36,POINT (-73.938772755195 40.837331717811),closed
50151861,PRIMA PIZZA,Queens,222-70,BRADDOCK AVENUE,11428,9292628231,Pizza,12/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,66,,,05/29/2026,Cycle Inspection / Initial Inspection,40.72841477101,-73.73582885504,413,23,055400,4230225,4107400027,QN34,POINT (-73.735828855036 40.728414771005),closed
50154575,PHO GA VANG,Manhattan,30,MARKET STREET,10002,2155190306,Southeast Asian,03/03/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,120,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.71271958606,-73.99440891774,103,01,000800,1003281,1002750022,MN27,POINT (-73.994408917735 40.712719586056),closed
50130904,C. BURGER,Brooklyn,4917,8 AVENUE,11220,6465158201,Asian/Asian Fusion,07/09/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,83,,,05/29/2026,Cycle Inspection / Initial Inspection,40.64151470633,-74.00327178347,312,38,010800,3137522,3056370001,BK34,POINT (-74.00327178347 40.641514706333),closed
50114980,787 COFFEE,Manhattan,159,2 AVENUE,10003,9174004212,Coffee/Tea,03/18/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,61,,,05/29/2026,Cycle Inspection / Re-inspection,40.72959380979,-73.98695323048,103,02,004000,1006795,1004650047,MN22,POINT (-73.986953230475 40.729593809786),closed
50130955,JUNCTION DELI / TULCINGO,Queens,40-13,JUNCTION BOULEVARD,11368,6464303831,Bakery Products/Desserts,01/25/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,72,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.74867011976,-73.86911940576,404,21,037500,4040220,4016050064,QN26,POINT (-73.869119405755 40.74867011976),closed
50001901,DUNKIN,Manhattan,1703,THIRD AVENUE,10128,6467277744,Donuts,05/19/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,48,,,05/29/2026,Cycle Inspection / Initial Inspection,40.78487663614,-73.94954607002,108,05,015601,1049245,1015410001,MN32,POINT (-73.949546070015 40.784876636139),closed
50075705,LA TRANQUILITE RESTAURANT,Brooklyn,9128,AVENUE L,11236,7185318767,Caribbean,04/07/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,,,05/29/2026,Cycle Inspection / Initial Inspection,40.6359783036,-73.89944064793,318,46,100800,3232574,3082560048,BK50,POINT (-73.899440647929 40.635978303604),closed
41696014,NOISETTE,Queens,24-21,STEINWAY STREET,11103,7184409001,French,10/31/2024,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,3,P,10/31/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.76860162795,-73.91113159119,401,22,014100,4011502,4006860008,QN70,POINT (-73.911131591188 40.768601627952),re_opened
50058745,RICO CHIMI BROOKLYN,Brooklyn,2928,ATLANTIC AVENUE,11207,3477157272,Latin American,02/06/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,65,,,05/29/2026,Cycle Inspection / Initial Inspection,40.67749999802,-73.88625111812,305,37,117000,3088338,3039670020,BK82,POINT (-73.886251118122 40.677499998018),closed
50177525,BLEND SALAD & JUICE BAR,Brooklyn,1310,78 STREET,11228,7182325300,"Juice, Smoothies, Fruit Salads",04/08/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,33,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.61827434149,-74.00873491395,310,38,019800,3161892,3062560010,BK30,POINT (-74.00873491395 40.618274341488),closed
50165754,SARKUS JAPAN,Queens,31-54,STEINWAY STREET,11103,6466373383,Japanese,08/26/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,72,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.76005964828,-73.91812063079,401,22,015500,4010535,4006580064,QN70,POINT (-73.918120630793 40.760059648283),closed
50108692,In Common Cafe,Manhattan,441,9 AVENUE,10001,9176890051,Australian,03/30/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,78,,,05/29/2026,Cycle Inspection / Initial Inspection,40.75375114105,-73.99604772858,104,03,011100,1012860,1007327501,MN13,POINT (-73.996047728584 40.753751141047),closed
50177689,SIMPLE PERUVIAN,Queens,58-08,MYRTLE AVENUE,11385,3472278536,Peruvian,12/20/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,58,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.7004793298,-73.90112458579,405,34,055700,4086260,4035740028,QN20,POINT (-73.901124585785 40.7004793298),closed
50091510,EL VALLE RESTAURANT,Bronx,733,EAST TREMONT AVENUE,10457,3474557521,Latin American,08/17/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,44,,,05/29/2026,Cycle Inspection / Initial Inspection,40.84479662421,-73.88987466547,206,15,037100,2090480,2030930056,BX17,POINT (-73.889874665465 40.844796624206),closed
50041097,INDAY,Manhattan,1133,BROADWAY,10010,3322754410,Indian,10/28/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,75,,,05/29/2026,Cycle Inspection / Initial Inspection,40.74351547419,-73.98907248203,105,03,005800,1015625,1008270049,MN13,POINT (-73.989072482032 40.743515474188),closed
